@relation noProbing_imputation

@attribute dataset_id numeric
@attribute AutoCorrelation numeric
@attribute CardinalityAtFour numeric
@attribute CardinalityAtThree numeric
@attribute CardinalityAtTwo numeric
@attribute Dimensionality numeric
@attribute MajorityClassPercentage numeric
@attribute MajorityClassSize numeric
@attribute MaxCardinalityOfNominalAttributes numeric
@attribute MaxCardinalityOfNumericAttributes numeric
@attribute MaxKurtosisOfNumericAtts numeric
@attribute MaxMeansOfNumericAtts numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute MaxSkewnessOfNumericAtts numeric
@attribute MaxStdDevOfNumericAtts numeric
@attribute MeanCardinalityOfNominalAttributes numeric
@attribute MeanCardinalityOfNumericAttributes numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute MinCardinalityOfNominalAttributes numeric
@attribute MinCardinalityOfNumericAttributes numeric
@attribute MinKurtosisOfNumericAtts numeric
@attribute MinMeansOfNumericAtts numeric
@attribute MinNominalAttDistinctValues numeric
@attribute MinSkewnessOfNumericAtts numeric
@attribute MinStdDevOfNumericAtts numeric
@attribute MinorityClassPercentage numeric
@attribute MinorityClassSize numeric
@attribute NumberOfBinaryFeatures numeric
@attribute NumberOfClasses numeric
@attribute NumberOfFeatures numeric
@attribute NumberOfInstances numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute NumberOfMissingValues numeric
@attribute NumberOfNumericFeatures numeric
@attribute NumberOfSymbolicFeatures numeric
@attribute PercentageOfBinaryFeatures numeric
@attribute PercentageOfInstancesWithMissingValues numeric
@attribute PercentageOfMissingValues numeric
@attribute PercentageOfNumericFeatures numeric
@attribute PercentageOfSymbolicFeatures numeric
@attribute Quartile1KurtosisOfNumericAtts numeric
@attribute Quartile1MeansOfNumericAtts numeric
@attribute Quartile1SkewnessOfNumericAtts numeric
@attribute Quartile1StdDevOfNumericAtts numeric
@attribute Quartile2KurtosisOfNumericAtts numeric
@attribute Quartile2MeansOfNumericAtts numeric
@attribute Quartile2SkewnessOfNumericAtts numeric
@attribute Quartile2StdDevOfNumericAtts numeric
@attribute Quartile3KurtosisOfNumericAtts numeric
@attribute Quartile3MeansOfNumericAtts numeric
@attribute Quartile3SkewnessOfNumericAtts numeric
@attribute Quartile3StdDevOfNumericAtts numeric
@attribute StdevCardinalityOfNominalAttributes numeric
@attribute StdevCardinalityOfNumericAttributes numeric
@attribute StdvNominalAttDistinctValues numeric
@attribute weka.classifiers.bayes.BayesNet numeric
@attribute weka.classifiers.bayes.NaiveBayes numeric
@attribute weka.classifiers.bayes.NaiveBayesMultinomial numeric
@attribute weka.classifiers.functions.Logistic numeric
@attribute weka.classifiers.functions.MultilayerPerceptron numeric
@attribute weka.classifiers.functions.SGD numeric
@attribute weka.classifiers.functions.SMO numeric
@attribute weka.classifiers.functions.SimpleLogistic numeric
@attribute weka.classifiers.functions.VotedPerceptron numeric
@attribute weka.classifiers.lazy.IBk numeric
@attribute weka.classifiers.lazy.KStar numeric
@attribute weka.classifiers.rules.DecisionTable numeric
@attribute weka.classifiers.rules.JRip numeric
@attribute weka.classifiers.rules.OneR numeric
@attribute weka.classifiers.rules.PART numeric
@attribute weka.classifiers.rules.ZeroR numeric
@attribute weka.classifiers.trees.DecisionStump numeric
@attribute weka.classifiers.trees.J48 numeric
@attribute weka.classifiers.trees.LMT numeric
@attribute weka.classifiers.trees.REPTree numeric
@attribute weka.classifiers.trees.RandomForest numeric
@attribute weka.classifiers.trees.RandomTree numeric

@data
929,0.565217,24010000,343000,4900,0.071429,0.5,35,2,70,-0.212782,35.5,2,0.010436,20.351085,2,70,-0.514964,8.906901,2,-0.004742,5.845644,2,70,-1.2,0.031906,2,-0.035676,0.924799,0.5,35,1,2,5,70,0,0,4,1,0.2,0,0,0.8,0.2,-0.997524,0.035508,-0.026757,0.949484,-0.323538,0.047849,0.003137,1.053345,-0.223832,26.637346,0.009395,15.534102,0,0,0,52.222222,66.666667,0,61.111111,68.888889,67.777778,66.666667,64.444444,53.333333,61.111111,60,52.222222,63.333333,62.222222,62.222222,50,62.222222,62.222222,64.444444,64.444444,56.666667,50
930,0.594158,2254787577588,1958981388,1658748,0.026882,0.528418,688,1274,1302,50.079158,9276.905616,1274,6.13647,5348.162626,442.333333,442.5625,8.589934,1716.368854,442.333333,1.496632,1117.107959,2,2,-1.666672,1.639017,2,-0.62303,0.48047,0.471582,614,1,2,35,1302,1144,7830,32,3,0.028571,0.878648,0.171824,0.914286,0.085714,0.165369,70.292035,0.388543,18.954792,0.736756,540.21248,0.631636,99.950066,16.601008,2401.257426,2.810618,1548.972966,720.661039,433.840534,720.661039,72.268041,72.57732,0,57.783505,0,70.257732,72.319588,73.659794,69.175258,59.329897,54.948454,69.896907,68.762887,47.216495,68.969072,52.835052,68.195876,68.969072,73.659794,52.680412,73.247423,66.030928
931,0.534039,580235056,290117528,438244,0.006042,0.52568,348,2,662,0.10914,42.485578,2,0.384638,14.969558,2,662,0.032493,23.436008,2,0.115688,7.497684,2,662,-0.076195,9.87297,2,-0.385186,2.976505,0.47432,314,1,2,4,662,0,0,3,1,0.25,0,0,0.75,0.25,-0.076195,9.87297,-0.385186,2.976505,0.064535,17.949474,0.347612,4.54699,0.10914,42.485578,0.384638,14.969558,0,0,0,52.55102,54.387755,55.612245,55.510204,55.306122,56.326531,55.306122,54.081633,54.489796,51.734694,50.510204,52.55102,52.244898,52.346939,51.122449,52.55102,52.346939,52.346939,53.163265,52.653061,50.510204,51.734694
932,0.494949,100000000,1000000,10000,0.51,0.56,56,2,100,2.084317,0,2,1.509133,1,2,100,-0.996635,0,2,0.105629,1,2,100,-1.365316,0,2,-0.366534,1,0.44,44,1,2,51,100,0,0,50,1,0.019608,0,0,0.980392,0.019608,-1.200283,0,-0.036235,1,-1.111432,0,0.089907,1,-1.014713,0,0.168577,1,0,0,0,68.148148,51.851852,0,45.925926,44.444444,46.666667,47.407407,55.555556,49.62963,57.777778,60.740741,67.407407,69.62963,71.851852,73.333333,55.555556,63.703704,74.814815,63.703704,60.740741,65.185185,56.296296
933,0.542169,3906250000,15625000,62500,0.104,0.544,136,2,250,2.298279,0,2,1.385605,1,2,250,-0.94781,0,2,0.123092,1,2,250,-1.317965,0,2,-0.166033,1,0.456,114,1,2,26,250,0,0,25,1,0.038462,0,0,0.961538,0.038462,-1.238536,0,-0.022207,1,-1.165025,0,0.033065,1,-1.103753,0,0.116775,1,0,0,0,78.333333,66.944444,0,62.777778,65.277778,62.777778,63.888889,68.888889,63.611111,57.777778,66.111111,80.833333,76.666667,76.388889,74.166667,54.166667,71.388889,82.777778,81.388889,79.166667,80,71.388889
934,0.88658,206924,103462,6086,0.00519,0.778547,900,17,358,81.876723,16.940744,17,7.193712,44.358269,8,358,81.876723,16.940744,8,7.193712,44.358269,2,358,81.876723,16.940744,2,7.193712,44.358269,0.221453,256,3,2,6,1156,0,0,1,5,0.5,0,0,0.166667,0.833333,81.876723,16.940744,7.193712,44.358269,81.876723,16.940744,7.193712,44.358269,81.876723,16.940744,7.193712,44.358269,8.215838,0,8.215838,93.023256,91.918605,0,94.709302,93.372093,93.081395,91.744186,94.825581,84.94186,92.906977,92.965116,93.488372,92.848837,92.209302,93.313953,78.197674,92.093023,92.616279,94.476744,92.965116,94.127907,91.627907
935,0.526104,3906250000,15625000,62500,0.044,0.56,140,2,250,-0.8968,0,2,0.193678,1,2,250,-1.181574,0,2,0.005308,1,2,250,-1.308091,0,2,-0.191961,1,0.44,110,1,2,11,250,0,0,10,1,0.090909,0,0,0.909091,0.090909,-1.248021,0,-0.069371,1,-1.203008,0,0.017533,1,-1.168487,0,0.106281,1,0,0,0,84.109589,70.410959,0,68.493151,79.452055,68.767123,69.315068,66.30137,68.493151,70.136986,72.328767,83.287671,83.287671,78.90411,77.808219,56.164384,75.342466,81.917808,81.369863,75.616438,87.945205,80.273973
936,0.501002,62500000000,125000000,250000,0.022,0.544,272,2,500,1.496385,0,2,1.285194,1,2,499.9,-0.759282,0,2,0.159164,1,2,499,-1.304144,0,2,-0.155353,1,0.456,228,1,2,11,500,0,0,10,1,0.090909,0,0,0.909091,0.090909,-1.227457,0,-0.087621,1,-1.132672,0,-0.038003,1,-0.521504,0,0.238258,1,0,0.316228,0,86.122449,63.537415,0,63.673469,90.748299,64.217687,65.306122,64.353741,60.816327,67.619048,74.285714,86.666667,87.07483,75.102041,84.62585,54.421769,69.659864,85.034014,88.435374,84.217687,91.972789,80.816327
937,0.496994,62500000000,125000000,250000,0.102,0.564,282,2,500,3.579995,0,2,1.74217,1,2,499.98,-1.062367,0,2,0.07875,1,2,499,-1.285475,0,2,-0.082986,1,0.436,218,1,2,51,500,0,0,50,1,0.019608,0,0,0.980392,0.019608,-1.239302,0,-0.015727,1,-1.209602,0,0.024385,1,-1.180548,0,0.073242,1,0,0.141421,0,80,64.897959,0,65.442177,62.44898,64.62585,64.62585,67.482993,61.768707,54.965986,59.863946,83.673469,82.585034,76.462585,76.870748,56.462585,58.095238,78.503401,79.319728,78.911565,81.496599,67.346939
938,0.512195,2820636,72324,1764,0.261905,0.547619,23,42,42,32.445146,937888.238095,42,5.449145,1360007.587949,23.333333,36.875,7.662815,118707.024077,23.333333,2.189067,173656.567025,2,26,-0.361599,13.238095,2,0.747379,9.707878,0.452381,19,1,2,11,42,0,0,8,3,0.090909,0,0,0.727273,0.272727,0.054109,31.172024,0.911266,36.293407,2.623255,298.803571,1.611524,260.907675,12.740545,7939.649226,3.220718,20965.822839,20.132892,5.221863,20.132892,62.222222,80,0,71.111111,80,82.222222,82.222222,93.333333,48.888889,71.111111,37.777778,62.222222,88.888889,55.555556,66.666667,55.555556,62.222222,66.666667,91.111111,55.555556,77.777778,60
939,0.511013,1451494512,9304452,50844,0.04386,0.513158,117,2,228,2.519054,331.192825,2,1.15762,197.198312,2,100.111111,0.224799,84.187993,2,0.360845,48.46997,2,2,-2.017778,0.5,2,-0.104964,0.5011,0.486842,111,1,2,10,228,5,20,9,1,0.1,0.02193,0.008772,0.9,0.1,-1.2,9.787654,-0.020587,3.376369,0.256262,27.125561,0,11.071529,1.480509,125.747807,0.868078,73.533232,0,95.280434,0,98.484848,98.181818,0,100,100,100,98.484848,99.090909,46.969697,98.484848,61.818182,99.393939,98.787879,98.484848,99.69697,51.515152,98.484848,99.69697,99.090909,98.484848,98.787879,99.393939
940,0.802281,45214336008,109743534,265081,0.074004,0.848197,447,527,314,218.305632,90.5542,527,13.901536,14.792976,243.277778,150.238095,26.2692,43.511607,243.277778,0.455988,6.467496,2,13,-0.307902,0.037074,2,-5.605405,0.187355,0.151803,80,1,2,39,527,146,560,21,18,0.025641,0.27704,0.027247,0.538462,0.461538,1.125571,6.371742,-1.641321,0.313186,6.831259,58.518738,-0.362715,8.221612,35.63471,79.004169,2.715837,11.04448,165.673245,109.712308,165.673245,74.74359,81.538462,0,61.153846,0,85.512821,84.74359,96.153846,85.25641,78.076923,77.179487,93.846154,99.230769,14.74359,99.74359,85.25641,94.487179,99.74359,96.153846,85.25641,85.25641,80.641026
941,0.989362,43200,10800,1800,0.05291,0.52381,99,6,75,2.403885,129.814815,6,1.402007,30.57938,2.875,49.5,1.510044,76.526455,2.875,1.062095,17.939029,2,24,0.616202,23.238095,2,0.722183,5.298678,0.47619,90,5,2,10,189,0,0,2,8,0.5,0,0,0.2,0.8,0.616202,23.238095,0.722183,5.298678,1.510044,76.526455,1.062095,17.939029,2.403885,129.814815,1.402007,30.57938,1.457738,36.062446,1.457738,79.62963,78.888889,0,77.777778,75.925926,78.518519,81.481481,80,51.851852,68.518519,71.111111,80,83.703704,83.333333,78.148148,51.851852,83.333333,82.592593,80,83.333333,84.074074,74.444444
942,0.530612,198450,22050,2450,0.1,0.52,26,50,49,0.522927,1779.02,50,-0.04163,225.155138,20.333333,29,-0.399162,892.09,20.333333,-0.079835,113.899905,2,9,-1.32125,5.16,2,-0.118041,2.644671,0.48,24,1,2,5,50,0,0,2,3,0.2,0,0,0.4,0.6,-1.32125,5.16,-0.118041,2.644671,-0.399162,892.09,-0.079835,113.899905,0.522927,1779.02,-0.04163,225.155138,25.929391,28.284271,25.929391,65,70,0,75,66.666667,66.666667,61.666667,61.666667,50,71.666667,71.666667,51.666667,58.333333,50,60,50,58.333333,56.666667,61.666667,50,56.666667,55
943,0.507014,62500000000,125000000,250000,0.022,0.518,259,2,500,-1.086075,0,2,0.055103,1,2,500,-1.18055,0,2,-0.03102,1,2,500,-1.275426,0,2,-0.097828,1,0.482,241,1,2,11,500,0,0,10,1,0.090909,0,0,0.909091,0.090909,-1.207207,0,-0.074263,1,-1.180494,0,-0.037007,1,-1.145599,0,0.025844,1,0,0,0,83.129252,85.714286,0,84.489796,82.585034,85.442177,84.081633,85.170068,83.129252,72.517007,71.70068,82.993197,80.952381,65.714286,80.408163,51.70068,67.07483,81.496599,85.170068,77.414966,86.258503,76.870748
944,0.534884,22557708,442308,7626,0.076923,0.507692,66,2,93,4.124275,62.828232,2,1.41927,8.374083,2,61,1.518252,15.968192,2,0.793428,3.696832,2,38,0.259437,0.21687,2,0.170691,0.107942,0.492308,64,4,2,10,130,69,97,6,4,0.4,0.530769,0.074615,0.6,0.4,0.655258,1.087473,0.18432,0.367183,1.161184,8.478977,0.843621,2.923882,2.243242,26.528377,1.325695,7.641724,0,21.872357,0,76.111111,79.444444,0,76.666667,72.777778,76.111111,77.222222,78.888889,53.333333,65.555556,66.666667,78.888889,77.222222,78.888889,76.111111,50,78.888889,77.222222,78.888889,78.333333,75.555556,65
945,0.786667,273600,68400,2280,0.092105,0.526316,40,4,60,3.77087,101.631579,4,2.007892,130.914103,2.5,42.666667,0.816906,54.942982,2.5,0.418917,52.231087,2,30,-1.201334,19.5,2,-0.75114,11.03872,0.473684,36,3,2,7,76,0,0,3,4,0.428571,0,0,0.428571,0.571429,-1.201334,19.5,-0.75114,11.03872,-0.118817,43.697368,0,14.740438,3.77087,101.631579,2.007892,130.914103,1,15.534907,1,70,76,0,72,74,75,68,74,73,79,70,76,71,70,74,55,75,78,73,74,79,75
946,0.586207,?,880,440,0.034091,0.511364,45,2,88,-1.268923,12.034091,2,0.341841,3.932473,2,46.5,-1.351378,6.995733,2,0.303176,2.532591,2,5,-1.433833,1.957375,2,0.26451,1.13271,0.488636,43,1,2,3,88,0,0,2,1,0.333333,0,0,0.666667,0.333333,-1.433833,1.957375,0.26451,1.13271,-1.351378,6.995733,0.303176,2.532591,-1.268923,12.034091,0.341841,3.932473,0,58.689863,0,52.173913,55.652174,61.73913,56.521739,52.173913,53.913043,52.173913,57.391304,56.521739,45.217391,49.565217,50.434783,52.173913,54.782609,49.565217,52.173913,53.043478,49.565217,56.521739,53.043478,50.434783,52.173913
947,0.962366,9027850,694450,18275,0.008945,0.957066,535,43,425,105.021165,26738.420394,43,9.625988,208422.135892,22.5,158.666667,34.250534,9034.430829,22.5,3.35581,69566.871707,2,13,-1.214407,52.5,2,0,18.725043,0.042934,24,1,2,5,559,0,0,3,2,0.2,0,0,0.6,0.4,-1.214407,52.5,0,18.725043,-1.055157,312.372093,0.441443,259.754187,105.021165,26738.420394,9.625988,208422.135892,28.991378,230.989899,28.991378,98.545455,98.545455,0,98.30303,98.545455,98.545455,98.545455,98.545455,22.545455,96.848485,96.606061,98.545455,98.545455,98.545455,96.848485,96.363636,98.545455,96.363636,98.545455,98.545455,96.848485,96.727273
948,0.511713,2228548608,1114274304,3571392,0.001837,0.555096,1209,2,1958,10.796761,74.359963,2,3.275952,118.875581,2,1364.666667,3.057797,45.745598,2,0.821334,88.629653,2,312,-0.815302,7.961997,2,-0.857874,30.545583,0.444904,969,1,2,4,2178,0,0,3,1,0.25,0,0,0.75,0.25,-0.815302,7.961997,-0.857874,30.545583,-0.808068,54.914835,0.045925,116.467797,10.796761,74.359963,3.275952,118.875581,0,914.094816,0,55.538462,55.6,0,55.876923,55.569231,55.538462,55.538462,55.446154,56.923077,52.030769,53.046154,55.538462,53.569231,52.184615,55.292308,55.538462,54.123077,55.292308,55.446154,53.169231,51.846154,50.276923
949,0.827957,8857914,681378,17931,0.008945,0.856887,479,43,417,106.801751,23427.973166,43,9.677278,180950.621463,22.5,156,34.844062,7930.94842,22.5,3.372907,60409.700231,2,13,-1.214407,52.5,2,0,18.725043,0.143113,80,1,2,5,559,0,0,3,2,0.2,0,0,0.6,0.4,-1.214407,52.5,0,18.725043,-1.055157,312.372093,0.441443,259.754187,106.801751,23427.973166,9.677278,180950.621463,28.991378,226.378002,28.991378,86.181818,88,0,85.090909,84.121212,87.515152,87.878788,87.515152,43.272727,83.636364,83.393939,87.515152,86.060606,87.030303,83.636364,86.060606,86.060606,86.060606,87.515152,86.909091,83.151515,82.909091
950,0.980287,8857914,681378,17931,0.008945,0.966011,540,43,417,106.801751,23427.973166,43,9.677278,180950.621463,22.5,156,34.844062,7930.94842,22.5,3.372907,60409.700231,2,13,-1.214407,52.5,2,0,18.725043,0.033989,19,1,2,5,559,0,0,3,2,0.2,0,0,0.6,0.4,-1.214407,52.5,0,18.725043,-1.055157,312.372093,0.441443,259.754187,106.801751,23427.973166,9.677278,180950.621463,28.991378,226.378002,28.991378,99.272727,99.272727,0,99.151515,99.272727,99.272727,99.272727,99.272727,4.484848,98.545455,97.575758,99.272727,99.272727,99.272727,98.181818,97.575758,99.272727,97.575758,99.272727,99.272727,99.151515,98.424242
951,0.998208,9027850,694450,18275,0.008945,0.976744,546,43,425,105.021165,26738.420394,43,9.625988,208422.135892,22.5,158.666667,34.250534,9034.430829,22.5,3.35581,69566.871707,2,13,-1.214407,52.5,2,0,18.725043,0.023256,13,1,2,5,559,0,0,3,2,0.2,0,0,0.6,0.4,-1.214407,52.5,0,18.725043,-1.055157,312.372093,0.441443,259.754187,105.021165,26738.420394,9.625988,208422.135892,28.991378,230.989899,28.991378,100,100,0,100,100,100,100,100,22.317073,100,99.02439,100,100,100,98.780488,98.780488,100,98.780488,100,100,100,100
952,0.976526,480724244,3614468,25454,0.046729,0.35514,76,6,178,54.689699,72.650935,6,6.551648,1.442408,6,104.333333,9.908544,11.265852,6,1.652594,0.689541,6,32,-0.410319,0.057009,6,-1.152559,0.003037,0.042056,9,0,6,10,214,0,0,9,1,0,0,0,0.9,0.1,2.361292,0.336051,-0.138133,0.297329,3.052232,1.518365,1.625431,0.652192,9.611531,11.182407,2.731739,1.119879,0,51.456292,0,69.454545,45.454545,50.545455,61.818182,64,0,57.454545,61.090909,0,67.272727,73.818182,57.454545,68,58.909091,62.909091,38.181818,48.363636,65.090909,65.090909,65.818182,80,70.545455
953,0.999686,572040,114408,19068,0.019436,0.518809,1655,3178,0,0,0,3178,0,0,55.919355,0,0,0,55.919355,0,0,2,0,0,0,2,0,0,0.481191,1535,1,2,62,3190,0,0,0,62,0.016129,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,403.005158,0,403.005158,91.907757,91.928721,0,91.593291,0,92.620545,92.997904,93.899371,92.30608,80.524109,80.545073,93.584906,95.807128,52.536688,94.90566,51.886792,82.243187,94.779874,95.91195,52.1174,95.555556,70.020964
954,0.830189,79502005521,149721291,281961,0.193974,0.896422,476,531,531,18.015149,12541.209977,531,3.877308,5503.167939,179,522.03,5.804609,4677.608287,179,0.970653,1314.816078,2,1,-1.175672,-9.850094,2,-1.767295,0,0.103578,55,1,2,103,531,0,0,100,3,0.009709,0,0,0.970874,0.029126,2.412694,1834.512186,-1.062557,820.134783,4.219969,3765.593584,1.429674,1033.117096,7.930144,7359.541035,2.235558,1396.739106,304.842582,55.588215,304.842582,88.717949,80.897436,0,90.128205,96.538462,96.282051,96.538462,97.051282,92.179487,92.179487,40,95.128205,96.025641,9.615385,95.897436,90.384615,90.897436,95.641026,97.051282,90.384615,97.179487,92.179487
955,0.953333,59800,29900,1196,0.039735,0.655629,99,2,46,-0.347474,27.86755,2,0.870167,12.893758,2,32.333333,-0.667683,16.538631,2,0.453387,8.914484,2,25,-1.154209,8.10596,2,-0.008313,6.825779,0.344371,52,3,2,6,151,0,0,3,3,0.5,0,0,0.5,0.5,-1.154209,8.10596,-0.008313,6.825779,-0.501366,13.642384,0.498306,7.023914,-0.347474,27.86755,0.870167,12.893758,0,11.846237,0,71.904762,70,0,70,75.238095,68.571429,67.142857,70.47619,64.285714,77.619048,73.333333,70.47619,65.714286,63.333333,73.333333,66.666667,64.761905,77.142857,70.47619,65.238095,77.619048,75.714286
956,0.561905,6784,1696,424,0.556604,0.679245,72,106,?,?,?,106,?,?,5.661017,?,?,?,5.661017,?,?,2,?,?,?,2,?,?,0.320755,34,2,2,59,106,0,0,0,59,0.033898,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,13.293258,?,13.293258,73.103448,73.103448,0,62.068966,68.965517,69.655172,68.965517,59.310345,57.931034,71.724138,73.103448,57.931034,62.068966,31.034483,62.758621,68.965517,66.206897,57.241379,59.310345,68.965517,69.655172,57.241379
957,0.997567,24329385,540653,10201,0.021845,0.771845,318,7,101,12.894277,1035.674448,7,3.070612,768.353304,3.8,75,5.321603,297.929902,3.8,1.114696,227.478594,2,45,-0.284058,6.637577,2,-1.002854,0.878112,0.228155,94,2,2,9,412,49,96,4,5,0.222222,0.118932,0.02589,0.444444,0.555556,0.302084,13.546918,-0.599638,3.690426,4.338098,74.703791,1.195514,70.34148,11.324629,805.538997,2.748214,608.403876,2.167948,30.199338,2.167948,78.347107,76.528926,0,78.016529,71.900826,79.504132,79.504132,79.008264,77.68595,71.570248,72.727273,79.173554,76.198347,79.669421,73.719008,77.68595,78.677686,77.85124,78.016529,78.677686,79.008264,72.231405
958,0.761369,5413707092646,4638994938,3649878,0.008658,0.857143,1980,2,1922,339.221094,124.913853,2,16.900935,72.956532,2,668.368421,38.517191,24.633144,2,3.320959,25.314714,2,1,-1.215871,-12.69086,2,-0.885361,0,0.142857,330,1,2,20,2310,0,0,19,1,0.05,0,0,0.95,0.05,0.094972,0.014334,0.691097,1.545336,0.688741,8.243692,1.302781,19.571819,34.340119,37.051595,5.366955,43.527458,0,580.631956,0,99.363242,84.573082,0,99.59479,99.710564,99.739508,99.59479,99.681621,89.001447,99.739508,99.884226,98.581766,99.334298,97.568741,99.218524,85.817656,90.072359,99.218524,99.681621,98.900145,99.768452,99.247467
959,0.333359,240,80,20,0.000694,0.666667,8640,5,0,0,0,5,0,0,3.222222,0,0,0,3.222222,0,0,2,0,0,0,2,0,0,0.333333,4320,2,2,9,12960,0,0,0,9,0.222222,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.971825,0,0.971825,100,100,0,100,100,100,100,100,99.994853,100,100,100,100,100,100,66.675244,100,100,100,100,100,99.583119
960,0.651685,108,36,12,0.1,0.711111,64,4,?,?,?,4,?,?,2.777778,?,?,?,2.777778,?,?,2,?,?,?,2,?,?,0.288889,26,3,2,9,90,3,3,0,9,0.333333,0.033333,0.003704,0,1,?,?,?,?,?,?,?,?,?,?,?,?,0.666667,?,0.666667,70,70.833333,0,65,58.333333,66.666667,73.333333,75,65.833333,69.166667,70,67.5,69.166667,73.333333,65,75,73.333333,75,75,74.166667,63.333333,65
961,0.433099,1444950,111150,8550,0.02807,0.585965,167,95,90,-0.583872,75.865495,95,0.285817,18.69292,21,38.666667,-1.135922,27.334509,21,-0.075358,7.081739,2,13,-1.480283,2.967743,2,-0.656452,1.239889,0.414035,118,2,2,8,285,18,27,3,5,0.25,0.063158,0.011842,0.375,0.625,-1.480283,2.967743,-0.656452,1.239889,-1.343611,3.17029,0.14456,1.312407,-0.583872,75.865495,0.285817,18.69292,41.370279,44.455971,41.370279,70.60241,69.638554,0,49.638554,79.277108,78.554217,79.036145,77.590361,59.036145,40.240964,49.638554,76.86747,74.216867,66.746988,66.746988,59.036145,71.084337,76.144578,79.518072,59.036145,54.457831,51.807229
962,0.9995,42774178720,6110596960,3558880,0.0035,0.9,1800,2,1888,0.079494,6155.200435,2,1.008483,3757.634467,2,917.666667,-0.536237,1052.699732,2,0.531567,630.907083,2,3,-1.038356,0.4925,2,-0.062837,0.291316,0.1,200,1,2,7,2000,0,0,6,1,0.142857,0,0,0.857143,0.142857,-0.869249,0.65825,0.214771,0.571545,-0.635264,1.686534,0.624533,0.920872,-0.111491,1656.114273,0.767658,958.166127,0,1001.327053,0,99.464883,99.832776,87.157191,99.665552,99.765886,99.832776,99.832776,99.832776,90.133779,99.799331,99.732441,99.732441,99.565217,96.120401,99.565217,90.133779,95.518395,99.832776,99.832776,99.331104,99.799331,99.531773
963,0.996587,12796614,412794,10863,0.047619,0.639456,188,4,153,4.57847,250.848708,4,1.548824,67.657711,2.625,50.666667,1.295435,95.162434,2.625,0.66986,19.599081,2,1,-0.589819,0,2,-0.284261,0,0.360544,106,4,2,14,294,293,782,6,8,0.285714,0.996599,0.18999,0.428571,0.571429,-0.546178,0.439541,-0.18559,0.681486,0.810318,90.205074,0.73827,12.71919,3.379606,167.059447,1.491105,34.60674,0.744024,55.773351,0.744024,84.941176,85.411765,0,82.117647,80.235294,79.058824,80.235294,83.058824,69.882353,79.529412,79.294118,82.352941,81.647059,78.588235,80.470588,64.705882,78.823529,78.823529,83.058824,79.058824,80.705882,75.764706
964,0.771429,1679616,46656,1296,0.638889,0.666667,24,4,36,5.790818,2299.916667,4,2.223362,839.574837,3,28.714286,0.208052,211.37172,3,0.5068,71.35213,2,1,-1.112577,0,2,-0.503217,0,0.333333,12,1,2,23,36,0,0,21,2,0.043478,0,0,0.913043,0.086957,-0.748506,3.803611,0.218891,1.029292,-0.065194,21.404722,0.457939,11.986865,0.431888,208.981944,0.818759,75.902087,1.414214,10.223223,1.414214,95,80,0,75,92.5,87.5,90,92.5,75,82.5,87.5,85,77.5,85,75,75,75,75,92.5,82.5,92.5,77.5
965,0.65,2400,1200,600,0.178218,0.594059,60,100,6,-0.59863,2.841584,100,0.139427,2.033385,7.764706,6,-0.59863,2.841584,7.764706,0.139427,2.033385,2,6,-0.59863,2.841584,2,0.139427,2.033385,0.405941,41,16,2,18,101,0,0,1,17,0.888889,0,0,0.055556,0.944444,-0.59863,2.841584,0.139427,2.033385,-0.59863,2.841584,0.139427,2.033385,-0.59863,2.841584,0.139427,2.033385,23.768491,0,23.768491,100,100,0,100,100,100,100,100,99.285714,100,100,100,100,39.285714,100,60.714286,100,100,100,60.714286,99.285714,80.714286
966,0.836445,1625872101399,1657361979,1659021,0.013433,0.906716,1215,1339,1239,8.032491,4534.612687,1339,2.465639,2094.191124,449.333333,525.6,2.141222,637.424055,449.333333,0.833589,324.929668,2,17,0.25239,0.268774,2,-1.866389,0.025193,0.093284,125,1,2,18,1340,20,20,15,3,0.055556,0.014925,0.000829,0.833333,0.166667,0.630421,0.96637,0.486118,0.060565,1.092979,203.225373,0.956409,116.576053,3.550029,635.313433,1.517275,376.400804,770.47799,387.80238,770.47799,87.869674,87.819549,0,95.338346,0,95.18797,95.238095,95.18797,91.077694,93.784461,93.383459,93.533835,94.085213,90.977444,93.533835,90.977444,91.578947,94.887218,95.037594,90.977444,93.934837,92.080201
